z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty,betaMinus,betaMinusUncertainty
34,56,90Se,0,195,ms,+95-65,β⁻n,,,8.20E+3,3.29E+2
34,57,91Se,0,270,ms,50,β⁻n,21,10,1.05E+4,4.33E+2
34,57,91Se,0,270,ms,50,β⁻,100,,1.05E+4,4.33E+2
34,57,91Se,0,270,ms,50,β⁻2n,,,1.05E+4,4.33E+2
34,54,88Se,0,1.51,s,0.03,β⁻,100,,6.83E+3,4.61
34,54,88Se,0,1.51,s,0.03,β⁻n,0.99,0.1,6.83E+3,4.61
34,55,89Se,0,0.41,s,0.03,β⁻,100,,9.28E+3,4.95
34,55,89Se,0,0.41,s,0.03,β⁻n,6.7,1.6,9.28E+3,4.95
34,52,86Se,0,14.3,s,0.3,β⁻,100,,5.12E+3,3.97
34,53,87Se,0,5.51,s,0.12,β⁻,100,,7.46E+3,3.87
34,53,87Se,0,5.51,s,0.12,β⁻n,0.36,0.08,7.46E+3,3.87
34,47,81Se,0,18.5,m,0.1,β⁻,100,,1.58E+3,1.37
34,47,81Se,0.10300000000000001,57.28,m,0.02,B-,0.051,0.014,1.58E+3,1.37
34,47,81Se,0.10300000000000001,57.28,m,0.02,IT,99.949,0.014,1.58E+3,1.37
34,48,82Se,0,8.77e+19,y,2.98e+18-2.97e+18,2β⁻,100,,-9.52E+1,1.07
34,45,79Se,0,3.27e+05,y,2.86e+04,β⁻,100,,1.50E+2,1.01
34,45,79Se,0.09577,3.92,m,0.01,B-,0.056,0.011,1.50E+2,1.01
34,45,79Se,0.09577,3.92,m,0.01,IT,99.944,0.011,1.50E+2,1.01
34,43,77Se,0.16192230000000002,17.38,s,0.04,IT,100,,-1.36E+3,2.80
34,41,75Se,0,119.779,d,0.011,ε,100,,-3.06E+3,4.28
34,49,83Se,0,22.25,m,0.05,β⁻,100,,3.67E+3,4.83
34,49,83Se,0.22891999999999998,70.2,s,0.5,B-,100,,3.67E+3,4.83
34,36,70Se,0,41.1,m,0.3,ε+β+,100,,-1.05E+4,1.49E+1
34,37,71Se,0,4.78,m,0.06,ε+β+,100,,-6.64E+3,6.08
34,34,68Se,0,35.5,s,0.7,ε+β+,100,,-1.53E+4,2.59E+2
34,35,69Se,0,27.4,s,0.2,εp,0.052,0.008,-1.01E+4,4.20E+1
34,35,69Se,0,27.4,s,0.2,ε+β+,100,,-1.01E+4,4.20E+1
34,32,66Se,0,51,ms,4,ε+β+,100,,-1.80E+4,4.47E+2
34,32,66Se,0,51,ms,4,εp,,,-1.80E+4,4.47E+2
34,33,67Se,0,133,ms,4,εp,0.5,0.1,-1.40E+4,3.07E+2
34,33,67Se,0,133,ms,4,ε+β+,100,,-1.40E+4,3.07E+2
34,30,64Se,0,22.6,ms,0.2,ε+β+,100,,,
34,30,64Se,0,22.6,ms,0.2,εp,,,,
34,31,65Se,0,34.2,ms,0.7,εp,88,,-1.65E+4,5.83E+2
34,31,65Se,0,34.2,ms,0.7,ε+β+,100,,-1.65E+4,5.83E+2
34,38,72Se,0,8.4,d,0.08,ε,100,,-8.80E+3,2.20
34,39,73Se,0,7.18,h,0.02,ε+β+,100,,-4.58E+3,1.00E+1
34,39,73Se,0.02571,39.8,m,1.3,IT,72.6,0.3,-4.58E+3,1.00E+1
34,39,73Se,0.02571,39.8,m,1.3,EC+B+,27.4,0.3,-4.58E+3,1.00E+1
34,29,63Se,0,13.2,ms,3.9,2p,0.5,,,
34,29,63Se,0,13.2,ms,3.9,ε+β+,100,,,
34,29,63Se,0,13.2,ms,3.9,εp,89,11,,
35,63,98Br,0,,,,β⁻,100,,1.60E+4,5.00E+2
35,63,98Br,0,,,,β⁻n,,,1.60E+4,5.00E+2
35,63,98Br,0,,,,β⁻2n,,,1.60E+4,5.00E+2
35,62,97Br,0,,,,β⁻,100,,1.34E+4,4.20E+2
35,62,97Br,0,,,,β⁻n,,,1.34E+4,4.20E+2
35,62,97Br,0,,,,β⁻2n,,,1.34E+4,4.20E+2
35,61,96Br,0,,,,β⁻,100,,1.48E+4,3.01E+2
35,61,96Br,0,,,,β⁻n,,,1.48E+4,3.01E+2
35,61,96Br,0,,,,β⁻2n,,,1.48E+4,3.01E+2
35,60,95Br,0,,,,β⁻,100,,1.23E+4,3.01E+2
35,60,95Br,0,,,,β⁻n,,,1.23E+4,3.01E+2
35,60,95Br,0,,,,β⁻2n,,,1.23E+4,3.01E+2
35,52,87Br,0,55.68,s,0.12,β⁻,100,,6.81E+3,3.18
35,52,87Br,0,55.68,s,0.12,β⁻n,2.6,0.04,6.81E+3,3.18
35,51,86Br,0,55.1,s,0.4,β⁻,100,,7.63E+3,3.07
35,50,85Br,0,2.94,m,0.06,β⁻,100,,2.90E+3,3.67
35,59,94Br,0,70,ms,20,β⁻n,30,10,1.36E+4,2.01E+2
35,59,94Br,0,70,ms,20,β⁻,100,,1.36E+4,2.01E+2
35,59,94Br,0,70,ms,20,β⁻2n,,,1.36E+4,2.01E+2
35,58,93Br,0,152,ms,8,β⁻n,64,7,1.12E+4,4.30E+2
35,58,93Br,0,152,ms,8,β⁻,100,,1.12E+4,4.30E+2
35,58,93Br,0,152,ms,8,β⁻2n,,,1.12E+4,4.30E+2
35,57,92Br,0,344,ms,15,β⁻n,33.1,2.5,1.25E+4,7.23
35,57,92Br,0,344,ms,15,β⁻,100,,1.25E+4,7.23
35,57,92Br,0,344,ms,15,β⁻2n,,,1.25E+4,7.23
35,56,91Br,0,544,ms,10,β⁻,100,,9.86E+3,4.18
35,56,91Br,0,544,ms,10,β⁻n,29.8,0.8,9.86E+3,4.18
35,55,90Br,0,1.91,s,0.01,β⁻,100,,1.09E+4,3.83
35,55,90Br,0,1.91,s,0.01,β⁻n,25.3,0.9,1.09E+4,3.83
35,54,89Br,0,4.348,s,0.022,β⁻,100,,8.26E+3,3.90
35,54,89Br,0,4.348,s,0.022,β⁻n,13.5,0.5,8.26E+3,3.90
35,53,88Br,0,16.34,s,0.08,β⁻,100,,8.97E+3,4.10
35,53,88Br,0,16.34,s,0.08,β⁻n,6.62,0.2,8.97E+3,4.10
35,41,76Br,0,16.16,h,0.17,ε+β+,100,,-1.27E+3,1.01E+1
35,41,76Br,0.10258,1.4,s,0.07,IT,99.4,,-1.27E+3,1.01E+1
35,41,76Br,0.10258,1.4,s,0.07,EC+B+,0.6,,-1.27E+3,1.01E+1
35,40,75Br,0,96.7,m,1.3,ε+β+,100,,-4.78E+3,9.16
35,49,84Br,0,31.76,m,0.07,β⁻,100,,4.65E+3,2.57E+1
35,49,84Br,0.32,6,m,0.2,B-,100,,4.65E+3,2.57E+1
35,48,83Br,0,2.374,h,0.004,β⁻,100,,9.76E+2,3.79
35,47,82Br,0,35.284,h,0.007,β⁻,100,,3.09E+3,9.71E-1
35,47,82Br,0.045949199999999996,6.13,m,0.05,B-,2.4,0.3,3.09E+3,9.71E-1
35,47,82Br,0.045949199999999996,6.13,m,0.05,IT,97.6,0.3,3.09E+3,9.71E-1
35,45,80Br,0,17.68,m,0.02,β⁻,91.7,0.2,2.00E+3,1.14
35,45,80Br,0,17.68,m,0.02,ε+β+,8.3,0.2,2.00E+3,1.14
35,45,80Br,0.085843,4.4204,h,0.0009,IT,100,,2.00E+3,1.14
35,44,79Br,0.20761000000000002,4.85,s,0.03,IT,100,,-1.62E+3,3.33
35,43,78Br,0,6.45,m,0.03,β⁻,0.01,,7.26E+2,3.58
35,43,78Br,0,6.45,m,0.03,ε+β+,99.99,,7.26E+2,3.58
35,42,77Br,0,57.04,h,0.12,ε+β+,100,,-3.06E+3,3.42
35,42,77Br,0.10586,4.25,m,0.08,IT,100,,-3.06E+3,3.42
35,38,73Br,0,3.4,m,0.2,ε+β+,100,,-7.09E+3,9.41
35,37,72Br,0,78.6,s,2.4,ε+β+,100,,-5.12E+3,8.07
35,37,72Br,0.1012,10.3,s,0.6,IT,100,,-5.12E+3,8.07
35,37,72Br,0.1012,10.3,s,0.6,EC+B+,,,-5.12E+3,8.07
35,36,71Br,0,21.4,s,0.6,ε+β+,100,,-1.01E+4,1.28E+2
35,35,70Br,0,78.88,ms,0.31,ε+β+,100,,-1.03E+4,2.01E+2
35,35,70Br,0,78.88,ms,0.31,εp,,,-1.03E+4,2.01E+2
35,35,70Br,2.2923000000000004,2.162,s,0.05,EC+B+,100,,-1.03E+4,2.01E+2
35,35,70Br,2.2923000000000004,2.162,s,0.05,ECp,,,-1.03E+4,2.01E+2
35,34,69Br,0,24,ns,<,p,100,,-1.41E+4,3.03E+2
35,33,68Br,0,35,ns,5,p,,,-1.31E+4,5.63E+2
35,39,74Br,0,25.4,m,0.3,ε+β+,100,,-2.95E+3,6.17
35,39,74Br,0.01358,44,m,2.2,EC+B+,100,,-2.95E+3,6.17
36,64,100Kr,0,7,ms,+11-3,β⁻,100,,1.17E+4,4.00E+2
36,64,100Kr,0,7,ms,+11-3,β⁻n,,,1.17E+4,4.00E+2
36,64,100Kr,0,7,ms,+11-3,β⁻2n,,,1.17E+4,4.00E+2
36,63,99Kr,0,13,ms,+34-6,β⁻n,11,7,1.27E+4,4.00E+2
36,63,99Kr,0,13,ms,+34-6,β⁻,100,,1.27E+4,4.00E+2
36,63,99Kr,0,13,ms,+34-6,β⁻2n,,,1.27E+4,4.00E+2
36,62,98Kr,0,43,ms,4,β⁻n,7,1,1.02E+4,3.00E+2
36,62,98Kr,0,43,ms,4,β⁻,100,,1.02E+4,3.00E+2
36,62,98Kr,0,43,ms,4,β⁻2n,,,1.02E+4,3.00E+2
36,61,97Kr,0,62,ms,3,β⁻n,6.7,0.6,1.10E+4,1.30E+2
36,61,97Kr,0,62,ms,3,β⁻,100,,1.10E+4,1.30E+2
36,61,97Kr,0,62,ms,3,β⁻2n,,,1.10E+4,1.30E+2
36,60,96Kr,0,80,ms,6,β⁻,100,,8.27E+3,1.95E+1
36,60,96Kr,0,80,ms,6,β⁻n,3.7,0.4,8.27E+3,1.95E+1
36,65,101Kr,0,,,,β⁻,100,,1.39E+4,5.01E+2
36,65,101Kr,0,,,,β⁻n,,,1.39E+4,5.01E+2
36,65,101Kr,0,,,,β⁻2n,,,1.39E+4,5.01E+2
36,53,89Kr,0,3.147,m,0.035,β⁻,100,,5.17E+3,5.83
36,52,88Kr,0,2.803,h,0.009,β⁻,100,,2.91E+3,2.61
36,51,87Kr,0,76.09,m,0.36,β⁻,100,,3.88E+3,2.46E-1
36,59,95Kr,0,114,ms,7,β⁻n,2.87,0.18,9.73E+3,2.75E+1
36,59,95Kr,0,114,ms,7,β⁻,100,,9.73E+3,2.75E+1
36,59,95Kr,0,114,ms,7,β⁻2n,,,9.73E+3,2.75E+1
36,58,94Kr,0,212,ms,4,β⁻,100,,7.21E+3,1.22E+1
36,58,94Kr,0,212,ms,4,β⁻n,1.11,0.07,7.21E+3,1.22E+1
36,57,93Kr,0,1.284,s,0.01,β⁻,100,,8.48E+3,8.22
36,57,93Kr,0,1.284,s,0.01,β⁻n,2,0.2,8.48E+3,8.22
36,56,92Kr,0,1.841,s,0.008,β⁻,100,,6.00E+3,6.69
36,56,92Kr,0,1.841,s,0.008,β⁻n,0.0332,0.0025,6.00E+3,6.69
36,55,91Kr,0,8.57,s,0.04,β⁻,100,,6.77E+3,8.11
36,55,91Kr,0,8.57,s,0.04,β⁻n,,,6.77E+3,8.11
36,54,90Kr,0,32.32,s,0.09,β⁻,100,,4.40E+3,6.71
36,41,77Kr,0,71.25,m,0.42,ε+β+,100,,-5.33E+3,2.35
36,40,76Kr,0,14.8,h,0.1,ε+β+,100,,-8.53E+3,4.12
36,49,85Kr,0,10.73,y,+0.01-0.01,β⁻,100,,6.87E+2,2.00
36,49,85Kr,0.304871,4.48,h,0.008,B-,78.8,0.5,6.87E+2,2.00
36,49,85Kr,0.304871,4.48,h,0.008,IT,21.2,0.5,6.87E+2,2.00
36,47,83Kr,0.0415575,1.83,h,0.02,IT,100,,-9.20E+2,2.32
36,45,81Kr,0,2.29e+05,y,1.10e+04,ε,100,,-2.23E+3,5.01
36,45,81Kr,0.19064,13.21,s,0.11,IT,99.99753,0.00037,-2.23E+3,5.01
36,45,81Kr,0.19064,13.21,s,0.11,EC,0.00247,0.00037,-2.23E+3,5.01
36,43,79Kr,0,34.96,h,0.03,ε+β+,100,,-3.63E+3,3.94
36,43,79Kr,0.12977000000000002,50,s,3,IT,100,,-3.63E+3,3.94
36,31,67Kr,0,7.4,ms,3.0,2p,37,14,,
36,31,67Kr,0,7.4,ms,3.0,ε+β+,,,,
36,39,75Kr,0,4.55,m,0.09,ε+β+,100,,-7.10E+3,8.18
36,38,74Kr,0,11.5,m,0.1,ε+β+,100,,-1.04E+4,3.42
36,37,73Kr,0,27.3,s,1.0,εp,0.25,0.03,-1.05E+4,4.13E+1
36,37,73Kr,0,27.3,s,1.0,ε+β+,100,,-1.05E+4,4.13E+1
36,36,72Kr,0,17.1,s,0.2,ε+β+,100,,-1.56E+4,5.00E+2
36,35,71Kr,0,95,ms,0.4,εp,3.06,0.27,-1.40E+4,4.20E+2
36,35,71Kr,0,95,ms,0.4,ε+β+,100,,-1.40E+4,4.20E+2
36,34,70Kr,0,45.19,ms,0.14,εp,0.545,0.023,,
36,34,70Kr,0,45.19,ms,0.14,ε+β+,100,,,
36,33,69Kr,0,27.9,ms,0.8,εp,95,,,
36,33,69Kr,0,27.9,ms,0.8,ε+β+,100,,,
36,32,68Kr,0,21.6,ms,3.3,εp,89,,,
36,32,68Kr,0,21.6,ms,3.3,ε+β+,100,,,
37,55,92Rb,0,4.48,s,0.03,β⁻,100,,8.09E+3,6.41
37,55,92Rb,0,4.48,s,0.03,β⁻n,0.0109,0.0006,8.09E+3,6.41
37,56,93Rb,0,5.85,s,0.02,β⁻,100,,7.46E+3,8.87
37,56,93Rb,0,5.85,s,0.02,β⁻n,1.46,0.09,7.46E+3,8.87
37,57,94Rb,0,2.704,s,0.005,β⁻,100,,1.02E+4,2.62
37,57,94Rb,0,2.704,s,0.005,β⁻n,10.29,0.22,1.02E+4,2.62
37,58,95Rb,0,379.9,ms,1.6,β⁻,100,,9.22E+3,2.02E+1
37,58,95Rb,0,379.9,ms,1.6,β⁻n,8.75,0.29,9.22E+3,2.02E+1
37,59,96Rb,0,201.6,ms,1.0,β⁻n,13.8,0.5,1.15E+4,9.10
37,59,96Rb,0,201.6,ms,1.0,β⁻,100,,1.15E+4,9.10
37,59,96Rb,0,201.6,ms,1.0,β⁻2n,,,1.15E+4,9.10
37,50,87Rb,0,4.97e+10,y,3.20e+08,β⁻,100,,2.82E+2,6.30E-3
37,51,88Rb,0,17.775,m,0.017,β⁻,100,,5.31E+3,1.59E-1
37,52,89Rb,0,15.39,m,0.1,β⁻,100,,4.49E+3,5.42
37,53,90Rb,0,158,s,4,β⁻,100,,6.58E+3,6.48
37,53,90Rb,0.10690000000000001,258,s,3,B-,97.5,0.4,6.58E+3,6.48
37,53,90Rb,0.10690000000000001,258,s,3,IT,2.5,0.4,6.58E+3,6.48
37,54,91Rb,0,58,s,0.2,β⁻,100,,5.90E+3,8.87
37,54,91Rb,0,58,s,0.2,β⁻n,,,5.90E+3,8.87
37,44,81Rb,0,4.571,h,0.003,ε+β+,100,,-3.92E+3,5.81
37,44,81Rb,0.08631,30.41,m,0.19,IT,97.6,0.6,-3.92E+3,5.81
37,44,81Rb,0.08631,30.41,m,0.19,EC+B+,2.4,0.6,-3.92E+3,5.81
37,45,82Rb,0,1.2577,m,0.0009,ε+β+,100,,-1.77E+2,6.70
37,45,82Rb,0.069,6.472,h,0.006,IT,0.33,,-1.77E+2,6.70
37,45,82Rb,0.069,6.472,h,0.006,EC+B+,100,,-1.77E+2,6.70
37,46,83Rb,0,86.2,d,0.1,ε,100,,-2.27E+3,6.42
37,47,84Rb,0,32.82,d,0.07,β⁻,3.9,2,8.90E+2,2.33
37,47,84Rb,0,32.82,d,0.07,ε+β+,96.1,2,8.90E+2,2.33
37,47,84Rb,0.463616,20.26,m,0.08,IT,100,,8.90E+2,2.33
37,49,86Rb,0,18.671,d,0.01,β⁻,99.9948,0.0005,1.77E+3,2.00E-1
37,49,86Rb,0,18.671,d,0.01,ε,0.0052,0.0005,1.77E+3,2.00E-1
37,49,86Rb,0.5560499999999999,1.017,m,0.003,B-,0.3,,1.77E+3,2.00E-1
37,49,86Rb,0.5560499999999999,1.017,m,0.003,IT,99.7,,1.77E+3,2.00E-1
37,40,77Rb,0,3.78,m,0.04,ε+β+,100,,-7.02E+3,8.02
37,41,78Rb,0,17.66,m,0.04,ε+β+,100,,-3.76E+3,8.12
37,41,78Rb,0.11119,5.75,m,0.03,IT,9,2,-3.76E+3,8.12
37,41,78Rb,0.11119,5.75,m,0.03,EC+B+,91,2,-3.76E+3,8.12
37,42,79Rb,0,22.8,m,0.3,ε+β+,100,,-5.32E+3,7.56
37,43,80Rb,0,33.4,s,0.7,ε+β+,100,,-1.86E+3,3.93
37,35,72Rb,0,103,ns,22,p,,,,
37,36,73Rb,0,81,ns,<,p,100,,-1.40E+4,4.03E+2
37,36,73Rb,0,81,ns,<,ε+β+,,,-1.40E+4,4.03E+2
37,37,74Rb,0,64.777,ms,0.029,ε+β+,100,,-1.10E+4,1.00E+2
37,37,74Rb,0,64.777,ms,0.029,εp,,,-1.10E+4,1.00E+2
37,38,75Rb,0,19,s,1.2,ε+β+,100,,-1.06E+4,2.20E+2
37,39,76Rb,0,36.5,s,0.5,εɑ,3.8e-7,1e-7,-6.23E+3,3.44E+1
37,39,76Rb,0,36.5,s,0.5,ε+β+,100,,-6.23E+3,3.44E+1
37,66,103Rb,0,23,ms,+13-9,β⁻,100,,1.41E+4,4.47E+2
37,66,103Rb,0,23,ms,+13-9,β⁻n,,,1.41E+4,4.47E+2
37,66,103Rb,0,23,ms,+13-9,β⁻2n,,,1.41E+4,4.47E+2
37,67,104Rb,0,,,,β⁻,100,,1.63E+4,5.83E+2
37,67,104Rb,0,,,,β⁻n,,,1.63E+4,5.83E+2
37,67,104Rb,0,,,,β⁻2n,,,1.63E+4,5.83E+2
37,60,97Rb,0,169.1,ms,0.6,β⁻n,25.5,0.9,1.00E+4,3.88
37,60,97Rb,0,169.1,ms,0.6,β⁻,100,,1.00E+4,3.88
37,60,97Rb,0,169.1,ms,0.6,β⁻2n,,,1.00E+4,3.88
37,61,98Rb,0,115,ms,6,β⁻n,14.3,0.8,1.20E+4,1.64E+1
37,61,98Rb,0,115,ms,6,β⁻2n,0.054,0.008,1.20E+4,1.64E+1
37,61,98Rb,0,115,ms,6,β⁻,100,,1.20E+4,1.64E+1
37,61,98Rb,0.07,96,ms,3,B-,100,,1.20E+4,1.64E+1
37,61,98Rb,0.07,96,ms,3,B-n,,,1.20E+4,1.64E+1
37,61,98Rb,0.07,96,ms,3,IT,,,1.20E+4,1.64E+1
37,62,99Rb,0,53.8,ms,2.7,β⁻n,19.8,2,1.13E+4,6.22
37,62,99Rb,0,53.8,ms,2.7,β⁻,100,,1.13E+4,6.22
37,62,99Rb,0,53.8,ms,2.7,β⁻2n,,,1.13E+4,6.22
37,63,100Rb,0,52,ms,2,β⁻n,6,1,1.35E+4,1.48E+1
37,63,100Rb,0,52,ms,2,β⁻2n,0.15,0.05,1.35E+4,1.48E+1
37,63,100Rb,0,52,ms,2,β⁻,100,,1.35E+4,1.48E+1
37,64,101Rb,0,32,ms,+4-3,β⁻n,27,4,1.27E+4,2.21E+1
37,64,101Rb,0,32,ms,+4-3,β⁻,100,,1.27E+4,2.21E+1
37,64,101Rb,0,32,ms,+4-3,β⁻2n,,,1.27E+4,2.21E+1
37,65,102Rb,0,37,ms,4,β⁻n,65,22,1.49E+4,1.06E+2
37,65,102Rb,0,37,ms,4,β⁻,100,,1.49E+4,1.06E+2
37,65,102Rb,0,37,ms,4,β⁻2n,,,1.49E+4,1.06E+2
38,67,105Sr,0,39,ms,5,β⁻,100,,1.23E+4,6.40E+2
38,67,105Sr,0,39,ms,5,β⁻n,,,1.23E+4,6.40E+2
38,67,105Sr,0,39,ms,5,β⁻2n,,,1.23E+4,6.40E+2
38,68,106Sr,0,20,ms,+8-7,β⁻,100,,1.14E+4,7.81E+2
38,68,106Sr,0,20,ms,+8-7,β⁻n,,,1.14E+4,7.81E+2
38,68,106Sr,0,20,ms,+8-7,β⁻2n,,,1.14E+4,7.81E+2
38,69,107Sr,0,,,,β⁻,100,,1.37E+4,8.60E+2
38,69,107Sr,0,,,,β⁻n,,,1.37E+4,8.60E+2
38,69,107Sr,0,,,,β⁻2n,,,1.37E+4,8.60E+2
38,60,98Sr,0,653,ms,2,β⁻,100,,5.86E+3,8.55
38,60,98Sr,0,653,ms,2,β⁻n,0.23,0.03,5.86E+3,8.55
38,61,99Sr,0,269,ms,1,β⁻,100,,8.12E+3,8.13
38,61,99Sr,0,269,ms,1,β⁻n,0.1,0.019,8.12E+3,8.13
38,62,100Sr,0,201,ms,1,β⁻,100,,7.50E+3,1.31E+1
38,62,100Sr,0,201,ms,1,β⁻n,1.09,0.25,7.50E+3,1.31E+1
38,63,101Sr,0,114,ms,2,β⁻,100,,9.72E+3,1.10E+1
38,63,101Sr,0,114,ms,2,β⁻n,2.75,0.25,9.72E+3,1.10E+1
38,64,102Sr,0,72,ms,6,β⁻,100,,9.01E+3,6.71E+1
38,64,102Sr,0,72,ms,6,β⁻n,5.5,1.5,9.01E+3,6.71E+1
38,65,103Sr,0,56,ms,9,β⁻,100,,1.11E+4,2.01E+2
38,65,103Sr,0,56,ms,9,β⁻n,,,1.11E+4,2.01E+2
38,65,103Sr,0,56,ms,9,β⁻2n,,,1.11E+4,2.01E+2
38,66,104Sr,0,51,ms,4,β⁻,100,,1.03E+4,3.61E+2
38,66,104Sr,0,51,ms,4,β⁻n,,,1.03E+4,3.61E+2
38,66,104Sr,0,51,ms,4,β⁻2n,,,1.03E+4,3.61E+2
38,56,94Sr,0,75.3,s,0.2,β⁻,100,,3.50E+3,6.42
38,57,95Sr,0,23.9,s,0.14,β⁻,100,,6.09E+3,7.23
38,58,96Sr,0,1.065,s,0.015,β⁻,100,,5.41E+3,9.72
38,58,96Sr,0,1.065,s,0.015,β⁻n,,,5.41E+3,9.72
38,59,97Sr,0,431,ms,5,β⁻,100,,7.53E+3,7.51
38,59,97Sr,0,431,ms,5,β⁻n,0.03,0.02,7.53E+3,7.51
38,51,89Sr,0,50.56,d,0.03,β⁻,100,,1.50E+3,3.51E-1
38,52,90Sr,0,28.91,y,+0.02-0.02,β⁻,100,,5.45E+2,1.40
38,53,91Sr,0,9.68,h,0.02,β⁻,100,,2.69E+3,5.24
38,54,92Sr,0,2.61,h,0.02,β⁻,100,,1.94E+3,9.38
38,55,93Sr,0,7.43,m,0.03,β⁻,100,,4.14E+3,1.16E+1
38,45,83Sr,0,32.41,h,0.03,ε+β+,100,,-4.59E+3,1.98E+1
38,45,83Sr,0.25915,4.95,s,0.12,IT,100,,-4.59E+3,1.98E+1
38,47,85Sr,0,64.849,d,0.004,ε,100,,-3.26E+3,1.91E+1
38,47,85Sr,0.23879,67.63,m,0.04,IT,86.6,0.4,-3.26E+3,1.91E+1
38,47,85Sr,0.23879,67.63,m,0.04,EC,13.4,0.4,-3.26E+3,1.91E+1
38,49,87Sr,0.3885287,2.815,h,0.011,IT,99.7,0.08,-1.86E+3,1.12
38,49,87Sr,0.3885287,2.815,h,0.011,EC,0.3,0.08,-1.86E+3,1.12
38,40,78Sr,0,156,s,3,ε+β+,100,,-1.10E+4,2.98E+2
38,41,79Sr,0,2.23,m,0.07,ε+β+,100,,-7.67E+3,8.04E+1
38,42,80Sr,0,106.3,m,1.5,ε+β+,100,,-9.16E+3,7.13
38,43,81Sr,0,22.29,m,0.38,ε+β+,100,,-5.81E+3,6.24
38,44,82Sr,0,25.35,d,0.02,ε,100,,-7.94E+3,8.13
38,35,73Sr,0,23.3,ms,1.3,εp,100,,,
38,35,73Sr,0,23.3,ms,1.3,ε+β+,100,,,
38,36,74Sr,0,27.6,ms,2.6,ε+β+,100,,,
38,36,74Sr,0,27.6,ms,2.6,εp,,,,
38,37,75Sr,0,85.2,ms,2.2,εp,5.2,0.9,-1.47E+4,3.72E+2
38,37,75Sr,0,85.2,ms,2.2,ε+β+,100,,-1.47E+4,3.72E+2
38,38,76Sr,0,7.89,s,0.07,εp,0.000034,0.000008,-1.59E+4,3.02E+2
38,38,76Sr,0,7.89,s,0.07,ε+β+,100,,-1.59E+4,3.02E+2
38,39,77Sr,0,9,s,0.2,εp,0.08,0.03,-1.13E+4,2.03E+2
38,39,77Sr,0,9,s,0.2,ε+β+,100,,-1.13E+4,2.03E+2
39,69,108Y,0,30,ms,5,β⁻,100,,1.41E+4,7.21E+2
39,69,108Y,0,30,ms,5,β⁻n,,,1.41E+4,7.21E+2
39,69,108Y,0,30,ms,5,β⁻2n,,,1.41E+4,7.21E+2
39,68,107Y,0,33.5,ms,3.0,β⁻,100,,1.20E+4,5.83E+2
39,68,107Y,0,33.5,ms,3.0,β⁻n,,,1.20E+4,5.83E+2
39,68,107Y,0,33.5,ms,3.0,β⁻2n,,,1.20E+4,5.83E+2
39,61,100Y,0,729,ms,8,β⁻,100,,9.05E+3,1.38E+1
39,61,100Y,0,729,ms,8,β⁻n,1.11,0.18,9.05E+3,1.38E+1
39,61,100Y,0.145,0.94,s,0.03,B-,100,,9.05E+3,1.38E+1
39,61,100Y,0.145,0.94,s,0.03,B-n,,,9.05E+3,1.38E+1
39,60,99Y,0,1.483,s,0.006,β⁻,100,,6.97E+3,1.24E+1
39,60,99Y,0,1.483,s,0.006,β⁻n,1.77,0.19,6.97E+3,1.24E+1
39,63,102Y,0+X,396,ms,24,β⁻,100,,1.04E+4,9.66
39,63,102Y,0+X,396,ms,24,β⁻n,6,1.3,1.04E+4,9.66
39,63,102Y,0+X,300,ms,10,B-,100,,1.04E+4,9.66
39,63,102Y,0+X,300,ms,10,B-n,4,1.5,1.04E+4,9.66
39,62,101Y,0,429,ms,19,β⁻,100,,8.10E+3,1.09E+1
39,62,101Y,0,429,ms,19,β⁻n,1.88,0.16,8.10E+3,1.09E+1
39,65,104Y,0,197,ms,4,β⁻n,34,10,1.16E+4,2.00E+2
39,65,104Y,0,197,ms,4,β⁻,100,,1.16E+4,2.00E+2
39,65,104Y,0,197,ms,4,β⁻2n,,,1.16E+4,2.00E+2
39,64,103Y,0,236,ms,12,β⁻,100,,9.35E+3,1.45E+1
39,64,103Y,0,236,ms,12,β⁻n,8,2,9.35E+3,1.45E+1
39,67,106Y,0,81,ms,+8-5,β⁻,100,,1.29E+4,5.39E+2
39,67,106Y,0,81,ms,+8-5,β⁻n,,,1.29E+4,5.39E+2
39,67,106Y,0,81,ms,+8-5,β⁻2n,,,1.29E+4,5.39E+2
39,66,105Y,0,107,ms,+6-9,β⁻n,82,,1.08E+4,4.00E+2
39,66,105Y,0,107,ms,+6-9,β⁻,100,,1.08E+4,4.00E+2
39,66,105Y,0,107,ms,+6-9,β⁻2n,,,1.08E+4,4.00E+2
39,70,109Y,0,25,ms,5,β⁻,100,,1.32E+4,8.60E+2
39,70,109Y,0,25,ms,5,β⁻n,,,1.32E+4,8.60E+2
39,70,109Y,0,25,ms,5,β⁻2n,,,1.32E+4,8.60E+2
39,58,97Y,0,3.75,s,0.03,β⁻,100,,6.82E+3,6.70
39,58,97Y,0,3.75,s,0.03,β⁻n,0.057,0.004,6.82E+3,6.70
39,58,97Y,0.66752,1.17,s,0.03,B-n,0.08,,6.82E+3,6.70
39,58,97Y,0.66752,1.17,s,0.03,IT,0.7,,6.82E+3,6.70
39,58,97Y,0.66752,1.17,s,0.03,B-,99.3,,6.82E+3,6.70
39,58,97Y,3.5226,142,ms,8,B-,5.2,0.9,6.82E+3,6.70
